path obj_id
__20151217_16963/cam07_acuity_p/img_11837.jpg 9
__20151217_16963/cam07_acuity_p/img_11838.jpg 9
__20151217_16963/cam07_acuity_p/img_11839.jpg 9
__20151217_16963/cam07_acuity_p/img_11840.jpg 9
__20151217_16963/cam07_acuity_p/img_11841.jpg 9
__20151217_16963/cam07_acuity_p/img_11842.jpg 9
__20151217_16963/cam07_acuity_p/img_11843.jpg 9
__20151217_16963/cam07_acuity_p/img_11844.jpg 9
__20151217_16963/cam07_acuity_p/img_11845.jpg 9
__20151217_16963/cam07_acuity_p/img_11846.jpg 9
__20151217_16963/cam07_acuity_p/img_11847.jpg 9
__20151217_16963/cam07_acuity_p/img_11848.jpg 9
__20151217_16963/cam07_acuity_p/img_11849.jpg 9
__20151217_16963/cam07_acuity_p/img_11850.jpg 9
__20151217_16963/cam07_acuity_p/img_11851.jpg 9
__20151217_16963/cam07_acuity_p/img_11852.jpg 9
__20151217_16963/cam07_acuity_p/img_11853.jpg 9
__20151217_16963/cam07_acuity_p/img_11854.jpg 9
__20151217_16963/cam07_acuity_p/img_11855.jpg 9
__20151217_16963/cam07_acuity_p/img_11856.jpg 9
__20151217_16963/cam07_acuity_p/img_11857.jpg 9
__20151217_16963/cam07_acuity_p/img_11858.jpg 9
__20151217_16963/cam07_acuity_p/img_11859.jpg 9
__20151217_16963/cam07_acuity_p/img_11860.jpg 9
__20151217_16963/cam07_acuity_p/img_11861.jpg 9
__20151217_16963/cam07_acuity_p/img_11862.jpg 9
__20151217_16963/cam07_acuity_p/img_11863.jpg 9
__20151217_16963/cam07_acuity_p/img_11864.jpg 9
__20151217_16963/cam07_acuity_p/img_11865.jpg 9
__20151217_16963/cam07_acuity_p/img_11866.jpg 9
__20151217_16963/cam07_acuity_p/img_11867.jpg 9
__20151217_16963/cam07_acuity_p/img_11868.jpg 9
__20151217_16963/cam07_acuity_p/img_11869.jpg 9
__20151217_16963/cam07_acuity_p/img_11870.jpg 9
__20151217_16963/cam07_acuity_p/img_11871.jpg 9
__20151217_16963/cam07_acuity_p/img_11872.jpg 9
__20151217_16963/cam07_acuity_p/img_11873.jpg 9
__20151217_16963/cam07_acuity_p/img_11874.jpg 9
__20151217_16963/cam07_acuity_p/img_11875.jpg 9
__20151217_16963/cam07_acuity_p/img_11876.jpg 9
__20151217_16963/cam07_acuity_p/img_11877.jpg 9
__20151217_16963/cam07_acuity_p/img_11878.jpg 9
__20151217_16963/cam07_acuity_p/img_11879.jpg 9
__20151217_16963/cam07_acuity_p/img_11880.jpg 9
__20151217_16963/cam07_acuity_p/img_11881.jpg 9
__20151217_16963/cam07_acuity_p/img_11882.jpg 9
__20151217_16963/cam07_acuity_p/img_11883.jpg 9
__20151217_16963/cam07_acuity_p/img_11884.jpg 9
__20151217_16963/cam07_acuity_p/img_11885.jpg 9
__20151217_16963/cam07_acuity_p/img_11886.jpg 9
__20151217_16963/cam07_acuity_p/img_11887.jpg 9
__20151217_16963/cam07_acuity_p/img_11888.jpg 9
__20151217_16963/cam07_acuity_p/img_11889.jpg 9
__20151217_16963/cam07_acuity_p/img_11890.jpg 9
__20151217_16963/cam07_acuity_p/img_11891.jpg 9
__20151217_16963/cam07_acuity_p/img_11892.jpg 9
__20151217_16963/cam07_acuity_p/img_11893.jpg 9
__20151217_16963/cam07_acuity_p/img_11894.jpg 9
__20151217_16963/cam07_acuity_p/img_11895.jpg 9
__20151217_16963/cam07_acuity_p/img_11896.jpg 9
__20151217_16963/cam07_acuity_p/img_11897.jpg 9
__20151217_16963/cam07_acuity_p/img_11898.jpg 9
__20151217_16963/cam07_acuity_p/img_11899.jpg 9
__20151217_16963/cam07_acuity_p/img_11900.jpg 9
__20151217_16963/cam07_acuity_p/img_11901.jpg 9
__20151217_16963/cam07_acuity_p/img_11902.jpg 9
__20151217_16963/cam07_acuity_p/img_11903.jpg 9
__20151217_16963/cam07_acuity_p/img_11904.jpg 9
__20151217_16963/cam07_acuity_p/img_11905.jpg 9
__20151217_16963/cam07_acuity_p/img_11906.jpg 9
__20151217_16963/cam07_acuity_p/img_11907.jpg 9
__20151217_16963/cam07_acuity_p/img_11908.jpg 9
__20151217_16963/cam07_acuity_p/img_11909.jpg 9
__20151217_16963/cam07_acuity_p/img_11910.jpg 9
__20151217_16963/cam07_acuity_p/img_11911.jpg 9
__20151217_16963/cam07_acuity_p/img_11912.jpg 9
__20151217_16963/cam07_acuity_p/img_11913.jpg 9
__20151217_16963/cam07_acuity_p/img_11914.jpg 9
__20151217_16963/cam07_acuity_p/img_11915.jpg 9
__20151217_16963/cam07_acuity_p/img_11916.jpg 9
__20151217_16963/cam07_acuity_p/img_11917.jpg 9
__20151217_16963/cam07_acuity_p/img_11918.jpg 9
__20151217_16963/cam07_acuity_p/img_11919.jpg 9
__20151217_16963/cam07_acuity_p/img_11920.jpg 9
__20151217_16963/cam07_acuity_p/img_11921.jpg 9
__20151217_16963/cam07_acuity_p/img_11922.jpg 9
__20151217_16963/cam07_acuity_p/img_11923.jpg 9
__20151217_16963/cam07_acuity_p/img_11924.jpg 9
__20151217_16963/cam07_acuity_p/img_11925.jpg 9
__20151217_16963/cam07_acuity_p/img_11926.jpg 9
__20160225_17406/cam07_acuity_p/img_5698.jpg 5
__20160225_17406/cam07_acuity_p/img_5699.jpg 5
__20160225_17406/cam07_acuity_p/img_5700.jpg 5
__20160225_17406/cam07_acuity_p/img_5701.jpg 5
__20160225_17406/cam07_acuity_p/img_5702.jpg 5
__20160225_17406/cam07_acuity_p/img_5703.jpg 5
__20160225_17406/cam07_acuity_p/img_5704.jpg 5
__20160225_17406/cam07_acuity_p/img_5705.jpg 5
__20160225_17406/cam07_acuity_p/img_5706.jpg 5
__20160225_17406/cam07_acuity_p/img_5707.jpg 5
__20160225_17406/cam07_acuity_p/img_5708.jpg 5
__20160225_17406/cam07_acuity_p/img_5709.jpg 5
__20160225_17406/cam07_acuity_p/img_5710.jpg 5
__20160225_17406/cam07_acuity_p/img_5711.jpg 5
__20160225_17406/cam07_acuity_p/img_5712.jpg 5
__20160225_17406/cam07_acuity_p/img_5713.jpg 5
__20160225_17406/cam07_acuity_p/img_5714.jpg 5
__20160225_17406/cam07_acuity_p/img_5715.jpg 5
__20160225_17406/cam07_acuity_p/img_5716.jpg 5
__20160225_17406/cam07_acuity_p/img_5717.jpg 5
__20160225_17406/cam07_acuity_p/img_5718.jpg 5
__20160225_17406/cam07_acuity_p/img_5719.jpg 5
__20160225_17406/cam07_acuity_p/img_5720.jpg 5
__20160225_17406/cam07_acuity_p/img_5721.jpg 5
__20160225_17406/cam07_acuity_p/img_5722.jpg 5
__20160225_17406/cam07_acuity_p/img_5723.jpg 5
__20160225_17406/cam07_acuity_p/img_5724.jpg 5
__20160225_17406/cam07_acuity_p/img_5725.jpg 5
__20160225_17406/cam07_acuity_p/img_5726.jpg 5
__20160225_17406/cam07_acuity_p/img_5727.jpg 5
__20160225_17406/cam07_acuity_p/img_5728.jpg 5
__20160225_17406/cam07_acuity_p/img_5729.jpg 5
__20160225_17406/cam07_acuity_p/img_5730.jpg 5
__20160225_17406/cam07_acuity_p/img_5731.jpg 5
__20160225_17406/cam07_acuity_p/img_5732.jpg 5
__20160225_17406/cam07_acuity_p/img_5733.jpg 5
__20160225_17406/cam07_acuity_p/img_5734.jpg 5
__20160225_17406/cam07_acuity_p/img_5735.jpg 5
__20160225_17406/cam07_acuity_p/img_5736.jpg 5
__20160225_17406/cam07_acuity_p/img_5737.jpg 5
__20160225_17406/cam07_acuity_p/img_5738.jpg 5
__20160225_17406/cam07_acuity_p/img_5739.jpg 5
__20160225_17406/cam07_acuity_p/img_5740.jpg 5
__20160225_17406/cam07_acuity_p/img_5741.jpg 5
__20160225_17406/cam07_acuity_p/img_5742.jpg 5
__20160225_17406/cam07_acuity_p/img_5743.jpg 5
__20160225_17406/cam07_acuity_p/img_5744.jpg 5
__20160225_17406/cam07_acuity_p/img_5745.jpg 5
__20160225_17406/cam07_acuity_p/img_5746.jpg 5
__20160225_17406/cam07_acuity_p/img_5747.jpg 5
__20160225_17406/cam07_acuity_p/img_5748.jpg 5
__20160225_17406/cam07_acuity_p/img_5749.jpg 5
__20160225_17406/cam07_acuity_p/img_5750.jpg 5
__20160225_17406/cam07_acuity_p/img_5751.jpg 5
__20160225_17406/cam07_acuity_p/img_5753.jpg 5
__20160225_17406/cam07_acuity_p/img_5754.jpg 5
__20160225_17406/cam07_acuity_p/img_5755.jpg 5
__20160225_17406/cam07_acuity_p/img_5756.jpg 5
__20160225_17406/cam07_acuity_p/img_5757.jpg 5
__20160225_17406/cam07_acuity_p/img_5758.jpg 5
__20160225_17406/cam07_acuity_p/img_5759.jpg 5
__20160225_17406/cam07_acuity_p/img_5760.jpg 5
__20160225_17406/cam07_acuity_p/img_5761.jpg 5
__20160225_17406/cam07_acuity_p/img_5762.jpg 5
__20160225_17406/cam07_acuity_p/img_5763.jpg 5
__20160225_17406/cam07_acuity_p/img_5764.jpg 5
__20160225_17406/cam07_acuity_p/img_5765.jpg 5
__20160225_17406/cam07_acuity_p/img_5766.jpg 5
__20160225_17406/cam07_acuity_p/img_5767.jpg 5
__20160225_17406/cam07_acuity_p/img_5768.jpg 5
__20160225_17406/cam07_acuity_p/img_5769.jpg 5
__20160225_17406/cam07_acuity_p/img_5770.jpg 5
__20160225_17406/cam07_acuity_p/img_5771.jpg 5
__20160225_17406/cam07_acuity_p/img_5772.jpg 5
__20160225_17406/cam07_acuity_p/img_5773.jpg 5
__20160225_17406/cam07_acuity_p/img_5774.jpg 5
__20160225_17406/cam07_acuity_p/img_5775.jpg 5
__20160225_17406/cam07_acuity_p/img_5776.jpg 5
__20160225_17406/cam07_acuity_p/img_5777.jpg 5
__20160225_17406/cam07_acuity_p/img_5778.jpg 5
__20160225_17406/cam07_acuity_p/img_5779.jpg 5
__20160225_17406/cam07_acuity_p/img_5780.jpg 5
__20160225_17406/cam07_acuity_p/img_5781.jpg 5
__20160225_17406/cam07_acuity_p/img_5782.jpg 5
__20160225_17406/cam07_acuity_p/img_5783.jpg 5
__20160225_17406/cam07_acuity_p/img_5784.jpg 5
__20160225_17406/cam07_acuity_p/img_5785.jpg 5
__20160225_17406/cam07_acuity_p/img_5787.jpg 5
__20160225_17406/cam07_acuity_p/img_12770.jpg 18
__20160225_17406/cam07_acuity_p/img_12771.jpg 18
__20160225_17406/cam07_acuity_p/img_12772.jpg 18
__20160225_17406/cam07_acuity_p/img_12773.jpg 18
__20160225_17406/cam07_acuity_p/img_12774.jpg 18
__20160225_17406/cam07_acuity_p/img_12775.jpg 18
__20160225_17406/cam07_acuity_p/img_12776.jpg 18
__20160225_17406/cam07_acuity_p/img_12777.jpg 18
__20160225_17406/cam07_acuity_p/img_12778.jpg 18
